invoice_id,invoice_number,client_name,client_id,issue_date,due_date,payment_date,amount_ht,vat_rate,vat_amount,amount_ttc,currency,status,type,category,payment_method,notes,created_at,updated_at
561,INV-2025-1560,Rousset,92,2024-03-21,2024-05-17,,1705.03,5.5,93.78,1798.81,EUR,overdue,recurring,Maintenance,,,2023-10-21,2024-08-29
562,INV-2025-1561,Dos Santos et Fils,492,2025-05-14,2025-06-26,2025-05-18,1888.89,5.5,103.89,1992.78,USD,paid,invoice,Design,paypal,,2024-12-07,2024-09-27
563,INV-2025-1562,Navarro,312,2024-04-03,2024-05-19,,5480.66,0.0,0.0,5480.66,CHF,overdue,credit_note,Hardware,,,2024-11-17,2024-11-04
564,INV-2025-1563,Le Goff,126,2025-06-04,2025-07-19,2025-06-13,4474.57,0.0,0.0,4474.57,GBP,paid,credit_note,IT_Services,credit_card,,2023-12-13,2024-09-05
565,INV-2025-1564,Maillard,342,2024-05-29,2024-07-24,2024-07-06,1539.21,0.0,0.0,1539.21,GBP,paid,proforma,Consulting,bank_transfer,,2025-05-03,2024-12-20
566,INV-2025-1565,Delahaye,495,2025-01-08,2025-02-03,2025-02-23,2915.37,5.5,160.35,3075.72,CHF,paid_late,proforma,IT_Services,bank_transfer,Calme pousser assurer trente.,2023-11-24,2024-09-01
567,INV-2025-1566,Colas,389,2024-06-10,2024-07-15,2024-08-06,3851.5,0.0,0.0,3851.5,CHF,paid_late,invoice,Maintenance,check,,2024-12-31,2025-01-09
568,INV-2025-1567,Merle,269,2023-12-10,2024-02-07,,3359.16,20.0,671.83,4030.99,USD,overdue,credit_note,Design,,,2024-04-27,2025-03-17
569,INV-2025-1568,Guillet Coulon SA,248,2023-08-14,2023-10-04,2023-10-19,6326.89,0.0,0.0,6326.89,GBP,paid_late,recurring,Design,paypal,,2025-06-12,2024-12-29
570,INV-2025-1569,Andre SARL,315,2024-06-29,2024-08-19,,3603.15,5.5,198.17,3801.32,CHF,overdue,recurring,Support,,Action soldat maison quelque profondément de.,2024-12-25,2025-06-27
571,INV-2025-1570,Lesage et Fils,1,2024-04-10,2024-06-03,2024-05-30,2975.83,5.5,163.67,3139.5,EUR,paid,invoice,Support,bank_transfer,Jeunesse pièce passer chemise salut.,2025-06-15,2025-03-18
572,INV-2025-1571,Bodin Lelièvre S.A.R.L.,24,2023-09-03,2023-10-01,2023-09-04,9989.97,20.0,1997.99,11987.96,GBP,paid,proforma,Development,credit_card,,2025-05-29,2024-09-25
573,INV-2025-1572,Guillot,158,2023-09-19,2023-10-16,2023-11-05,2618.73,0.0,0.0,2618.73,GBP,paid_late,proforma,IT_Services,bank_transfer,,2024-04-05,2024-11-08
574,INV-2025-1573,Dias Weiss S.A.R.L.,427,2023-08-31,2023-10-06,2023-10-19,5732.32,0.0,0.0,5732.32,USD,paid_late,credit_note,Training,paypal,Rouge avenir hier mot battre leur.,2024-03-25,2024-09-07
575,INV-2025-1574,Henry S.A.R.L.,247,2024-08-12,2024-09-26,,7992.82,5.5,439.61,8432.43,USD,overdue,recurring,Development,,Animer mensonge saluer respecter ventre pas.,2025-06-14,2025-02-05
576,INV-2025-1575,Leblanc,428,2024-10-01,2024-11-14,2024-10-21,4198.14,0.0,0.0,4198.14,GBP,paid,proforma,Development,direct_debit,,2024-05-01,2025-06-08
577,INV-2025-1576,De Sousa Rémy S.A.S.,34,2023-09-03,2023-10-24,2023-11-21,8015.4,10.0,801.54,8816.94,USD,paid_late,proforma,IT_Services,paypal,Obéir prince face ici blanc peser abri examiner.,2024-11-27,2025-05-29
578,INV-2025-1577,Boutin,96,2024-03-05,2024-04-29,2024-04-27,1743.1,20.0,348.62,2091.72,EUR,paid,proforma,Training,bank_transfer,,2023-10-14,2024-08-09
579,INV-2025-1578,Joly,425,2025-06-18,2025-07-08,2025-06-25,2452.66,20.0,490.53,2943.19,GBP,paid,credit_note,Development,paypal,,2025-04-22,2025-04-27
580,INV-2025-1579,Adam S.A.S.,228,2025-02-18,2025-03-28,2025-03-29,7800.12,0.0,0.0,7800.12,EUR,paid_late,recurring,Development,credit_card,,2023-12-23,2024-10-04
581,INV-2025-1580,Albert Aubert et Fils,74,2023-10-24,2023-12-08,2023-12-01,5283.92,10.0,528.39,5812.31,EUR,paid,credit_note,Hardware,bank_transfer,,2024-04-11,2024-09-03
582,INV-2025-1581,Lambert,478,2025-03-02,2025-05-01,,1246.78,10.0,124.68,1371.46,EUR,overdue,invoice,Training,,,2025-07-12,2025-03-26
583,INV-2025-1582,Leleu S.A.R.L.,12,2025-05-03,2025-05-20,2025-06-04,7685.18,10.0,768.52,8453.7,GBP,paid_late,credit_note,Training,credit_card,,2024-07-13,2025-04-04
584,INV-2025-1583,Didier Thomas S.A.S.,140,2024-10-22,2024-11-23,2024-12-09,7750.59,0.0,0.0,7750.59,USD,paid_late,credit_note,Maintenance,bank_transfer,,2025-02-14,2024-08-11
585,INV-2025-1584,Grégoire,282,2024-09-24,2024-11-17,2024-11-05,1113.52,10.0,111.35,1224.87,GBP,paid,proforma,Software,paypal,,2025-03-21,2025-07-15
586,INV-2025-1585,Foucher Rodriguez SA,277,2025-06-28,2025-07-23,2025-07-06,6171.3,10.0,617.13,6788.43,CHF,paid,invoice,Software,bank_transfer,,2024-05-19,2025-04-04
587,INV-2025-1586,Bodin,219,2024-10-31,2024-12-28,2024-12-28,3897.64,0.0,0.0,3897.64,CHF,paid,credit_note,Design,direct_debit,,2025-06-07,2024-12-19
588,INV-2025-1587,Paris Chauvin SARL,171,2024-06-12,2024-08-10,2024-08-10,6201.52,10.0,620.15,6821.67,USD,paid,invoice,Support,direct_debit,,2024-03-08,2025-01-15
589,INV-2025-1588,Pasquier Marion et Fils,241,2025-04-08,2025-06-06,2025-04-20,4610.28,20.0,922.06,5532.34,USD,paid,credit_note,Software,direct_debit,,2025-06-11,2025-05-09
590,INV-2025-1589,Mendès,404,2024-08-23,2024-09-30,2024-09-21,7026.18,10.0,702.62,7728.8,GBP,paid,recurring,Support,bank_transfer,,2025-02-15,2025-07-21
591,INV-2025-1590,Lacroix Ferrand et Fils,145,2024-09-24,2024-10-16,2024-10-15,4666.29,5.5,256.65,4922.94,GBP,paid,credit_note,Development,bank_transfer,,2024-03-05,2025-04-15
592,INV-2025-1591,Lacombe Delahaye S.A.,406,2024-04-16,2024-06-15,2024-07-14,3326.11,0.0,0.0,3326.11,GBP,paid_late,recurring,Hosting,direct_debit,,2024-08-18,2025-02-18
593,INV-2025-1592,Lacombe,197,2025-01-12,2025-03-07,2025-03-14,1674.3,20.0,334.86,2009.16,EUR,paid_late,proforma,Hardware,direct_debit,,2023-10-21,2025-05-14
594,INV-2025-1593,Guillon,89,2024-04-21,2024-06-02,2024-06-14,3487.79,5.5,191.83,3679.62,EUR,paid_late,recurring,Consulting,direct_debit,,2024-10-09,2025-04-08
595,INV-2025-1594,Briand,158,2025-01-24,2025-02-28,2025-03-05,8238.03,5.5,453.09,8691.12,CHF,paid_late,invoice,Design,bank_transfer,,2025-04-11,2024-07-28
596,INV-2025-1595,Weber S.A.,331,2024-09-01,2024-10-24,2024-09-11,3851.22,20.0,770.24,4621.46,EUR,paid,invoice,Hardware,credit_card,Plaisir couleur raconter.,2023-11-25,2024-11-11
597,INV-2025-1596,Rodrigues,232,2025-01-03,2025-02-27,,7595.07,5.5,417.73,8012.8,GBP,overdue,recurring,Design,,,2025-05-05,2024-08-16
598,INV-2025-1597,Chrétien Allard SA,292,2025-01-09,2025-02-05,2025-02-06,8786.51,10.0,878.65,9665.16,GBP,paid_late,recurring,Training,bank_transfer,,2024-04-27,2025-06-04
599,INV-2025-1598,Chauvet et Fils,437,2024-07-08,2024-08-31,,4101.55,5.5,225.59,4327.14,GBP,overdue,invoice,Training,,Soin quel miser demeurer répondre retourner durant.,2024-12-21,2024-08-10
600,INV-2025-1599,Delattre,57,2025-07-11,2025-07-29,2025-07-15,5644.3,10.0,564.43,6208.73,GBP,paid,invoice,Hardware,check,Vers art quelque courage soleil simple.,2024-07-02,2025-06-10
601,INV-2025-1600,Faivre,196,2024-01-14,2024-02-23,2024-03-15,7146.56,20.0,1429.31,8575.87,CHF,paid_late,credit_note,Software,check,,2024-10-22,2025-02-20
602,INV-2025-1601,Diallo Pages S.A.,79,2025-02-15,2025-04-06,2025-04-14,9252.37,20.0,1850.47,11102.84,GBP,paid_late,credit_note,Software,bank_transfer,,2024-03-08,2025-01-13
603,INV-2025-1602,Lemoine S.A.,500,2023-12-07,2023-12-23,2024-01-09,8860.4,20.0,1772.08,10632.48,USD,paid_late,invoice,Software,check,Carte appartenir douter discours claire sentiment accepter.,2024-07-20,2025-04-24
604,INV-2025-1603,Brunet SARL,233,2025-07-20,2025-09-17,2025-07-20,4314.47,5.5,237.3,4551.77,CHF,paid,recurring,Hosting,paypal,,2024-10-29,2024-08-11
605,INV-2025-1604,Marin,365,2025-03-14,2025-04-25,2025-05-13,5821.59,5.5,320.19,6141.78,GBP,paid_late,recurring,Development,direct_debit,,2025-03-28,2025-03-02
606,INV-2025-1605,Neveu SARL,298,2024-09-22,2024-10-09,2024-10-09,7078.34,0.0,0.0,7078.34,CHF,paid,invoice,Software,direct_debit,Dangereux connaissance aussi lire gauche marier beaux.,2024-01-11,2025-07-01
607,INV-2025-1606,Alves,126,2024-01-04,2024-02-05,2024-02-05,874.52,0.0,0.0,874.52,CHF,paid,invoice,Development,direct_debit,,2024-03-08,2024-10-16
608,INV-2025-1607,Guilbert,241,2025-02-26,2025-03-16,,5396.83,0.0,0.0,5396.83,CHF,overdue,recurring,Design,,Calmer éternel dépasser.,2024-12-03,2025-03-18
609,INV-2025-1608,Fournier Normand SARL,149,2025-07-05,2025-08-15,2025-07-20,9779.83,10.0,977.98,10757.81,USD,paid,invoice,Design,paypal,Terrain trois fine matin droit temps.,2025-04-22,2025-05-18
610,INV-2025-1609,Coulon,294,2024-05-09,2024-06-29,2024-06-27,6330.07,5.5,348.15,6678.22,EUR,paid,proforma,Design,bank_transfer,,2023-08-27,2024-11-15
611,INV-2025-1610,Lebrun Buisson SA,130,2025-06-19,2025-07-09,2025-07-20,860.94,10.0,86.09,947.03,USD,paid_late,proforma,Maintenance,paypal,,2023-10-06,2024-09-26
612,INV-2025-1611,Toussaint SA,338,2025-03-14,2025-04-05,2025-05-04,9110.3,5.5,501.07,9611.37,CHF,paid_late,proforma,Software,paypal,Plan religion soin gouvernement bouche.,2024-09-13,2025-06-10
613,INV-2025-1612,Letellier et Fils,176,2025-01-18,2025-02-17,2025-03-01,8013.78,0.0,0.0,8013.78,EUR,paid_late,credit_note,Design,credit_card,Aimer principe apercevoir autrefois.,2023-12-09,2025-05-27
614,INV-2025-1613,Bruneau S.A.,372,2024-02-03,2024-03-15,2024-03-28,2455.68,20.0,491.14,2946.82,USD,paid_late,credit_note,Design,paypal,,2025-06-30,2024-10-31
615,INV-2025-1614,Lombard,238,2024-06-03,2024-07-04,2024-07-10,1248.34,5.5,68.66,1317.0,CHF,paid_late,recurring,Maintenance,check,Habiller âgé plein marcher passer ouvrage.,2025-03-02,2025-05-08
616,INV-2025-1615,Pelletier S.A.S.,243,2024-10-19,2024-12-07,2024-10-23,6866.75,20.0,1373.35,8240.1,GBP,paid,credit_note,Development,check,,2023-10-14,2024-11-12
617,INV-2025-1616,Seguin,50,2025-03-25,2025-05-07,2025-05-30,3225.32,0.0,0.0,3225.32,GBP,paid_late,recurring,Design,paypal,,2023-09-29,2024-11-09
618,INV-2025-1617,Weber,237,2025-03-08,2025-04-09,,2627.9,20.0,525.58,3153.48,USD,overdue,credit_note,Development,,,2024-05-25,2025-06-07
619,INV-2025-1618,Reynaud S.A.,345,2024-12-17,2025-02-14,,3201.37,0.0,0.0,3201.37,EUR,overdue,invoice,IT_Services,,,2024-09-10,2024-10-16
620,INV-2025-1619,Morvan,372,2023-11-05,2023-12-23,2024-01-16,4514.83,5.5,248.32,4763.15,GBP,paid_late,proforma,Hardware,bank_transfer,,2024-03-09,2025-03-26
621,INV-2025-1620,Dubois,487,2023-11-11,2023-12-01,2023-12-09,5981.97,5.5,329.01,6310.98,EUR,paid_late,invoice,Consulting,direct_debit,,2024-09-25,2025-06-27
622,INV-2025-1621,Dupont SA,459,2024-09-26,2024-11-22,2024-10-09,6514.27,5.5,358.28,6872.55,EUR,paid,credit_note,Maintenance,paypal,,2024-10-10,2025-03-11
623,INV-2025-1622,Lacroix,394,2024-05-24,2024-06-12,2024-06-01,9234.68,10.0,923.47,10158.15,CHF,paid,proforma,Maintenance,credit_card,Crier tantôt seuil chaque connaissance oublier.,2024-02-05,2024-10-06
624,INV-2025-1623,Hamel S.A.S.,31,2023-10-20,2023-11-21,2023-11-06,3889.71,10.0,388.97,4278.68,GBP,paid,proforma,Software,check,,2024-07-16,2025-03-30
625,INV-2025-1624,Leconte,56,2024-09-21,2024-10-18,2024-09-28,1866.58,20.0,373.32,2239.9,USD,paid,recurring,Hardware,direct_debit,,2023-09-14,2024-10-28
626,INV-2025-1625,Rémy,37,2023-10-07,2023-11-19,2023-10-26,1122.54,0.0,0.0,1122.54,GBP,paid,recurring,IT_Services,check,,2024-04-26,2024-09-11
627,INV-2025-1626,Roussel Jacquet S.A.S.,137,2024-12-25,2025-02-18,2025-02-26,474.57,20.0,94.91,569.48,USD,paid_late,proforma,Hosting,direct_debit,,2023-09-16,2025-07-07
628,INV-2025-1627,Vallée,207,2023-12-20,2024-02-18,,4957.73,20.0,991.55,5949.28,EUR,overdue,credit_note,IT_Services,,,2024-07-08,2024-11-27
629,INV-2025-1628,Lemonnier,171,2024-11-12,2025-01-10,,4872.46,10.0,487.25,5359.71,GBP,overdue,recurring,IT_Services,,,2024-10-19,2024-09-20
630,INV-2025-1629,Gomes,42,2024-10-04,2024-11-29,2024-11-28,5392.8,10.0,539.28,5932.08,CHF,paid,proforma,Hardware,credit_card,,2024-06-20,2024-09-26
631,INV-2025-1630,Louis Mendès et Fils,459,2023-07-26,2023-09-03,2023-08-25,3058.82,20.0,611.76,3670.58,EUR,paid,proforma,Support,bank_transfer,Doucement expérience poète éprouver jeu hiver.,2025-03-16,2024-11-18
632,INV-2025-1631,Roger et Fils,13,2024-08-04,2024-09-16,2024-09-26,1485.44,5.5,81.7,1567.14,USD,paid_late,recurring,Hosting,bank_transfer,Avouer douze salut suffire côté puisque parcourir propos.,2025-06-15,2024-07-30
633,INV-2025-1632,Blin S.A.S.,495,2025-05-12,2025-07-07,2025-06-30,5386.01,20.0,1077.2,6463.21,EUR,paid,invoice,Training,bank_transfer,,2024-06-02,2025-05-17
634,INV-2025-1633,Courtois SARL,482,2024-10-23,2024-11-09,2024-11-02,2195.61,20.0,439.12,2634.73,USD,paid,credit_note,Consulting,bank_transfer,Sujet matin perdu chemise folie suffire nom.,2025-05-19,2024-11-13
635,INV-2025-1634,Chauvin SARL,125,2023-11-03,2023-12-19,2023-12-18,4765.07,0.0,0.0,4765.07,USD,paid,invoice,Software,bank_transfer,Acheter dent véritable vision politique rassurer changer.,2023-11-24,2024-09-30
636,INV-2025-1635,Pelletier,419,2024-10-04,2024-10-25,2024-10-18,1789.82,0.0,0.0,1789.82,EUR,paid,invoice,Support,direct_debit,Dame journée attirer.,2024-05-05,2024-10-22
637,INV-2025-1636,Chevallier,416,2023-08-25,2023-09-23,2023-09-14,2106.15,10.0,210.62,2316.77,CHF,paid,proforma,Consulting,direct_debit,,2024-07-22,2025-07-14
638,INV-2025-1637,Fournier et Fils,304,2024-07-10,2024-08-14,,7951.71,0.0,0.0,7951.71,USD,overdue,proforma,Consulting,,,2024-03-31,2024-09-01
639,INV-2025-1638,Traore,284,2025-01-19,2025-02-12,2025-03-10,1763.7,10.0,176.37,1940.07,USD,paid_late,recurring,Hardware,direct_debit,,2024-02-13,2025-03-04
640,INV-2025-1639,Guibert,399,2024-09-17,2024-10-08,2024-10-03,6358.73,20.0,1271.75,7630.48,USD,paid,invoice,Support,bank_transfer,,2024-05-12,2024-12-12
641,INV-2025-1640,Blondel SARL,214,2024-10-21,2024-11-16,,7096.74,10.0,709.67,7806.41,CHF,overdue,credit_note,Hardware,,,2024-05-11,2025-07-10
642,INV-2025-1641,Benard,313,2024-01-12,2024-02-13,2024-03-02,4179.11,5.5,229.85,4408.96,EUR,paid_late,credit_note,Support,direct_debit,Journal jeunesse occuper libre chance colon.,2023-09-21,2025-02-08
643,INV-2025-1642,Lecomte,3,2024-12-03,2025-01-27,,3081.88,20.0,616.38,3698.26,USD,overdue,credit_note,Consulting,,Considérer exprimer principe caractère.,2024-01-18,2024-12-31
644,INV-2025-1643,Leduc et Fils,238,2025-04-13,2025-05-04,2025-05-15,8641.04,5.5,475.26,9116.3,USD,paid_late,proforma,IT_Services,credit_card,,2024-07-29,2025-01-25
645,INV-2025-1644,Simon,255,2024-01-02,2024-01-26,2024-01-17,9688.88,20.0,1937.78,11626.66,USD,paid,credit_note,IT_Services,bank_transfer,,2024-01-29,2024-08-08
646,INV-2025-1645,Lucas Lombard S.A.S.,23,2023-10-30,2023-12-02,2023-12-24,2588.68,20.0,517.74,3106.42,EUR,paid_late,invoice,Development,credit_card,,2023-08-23,2025-07-04
647,INV-2025-1646,Brun SARL,370,2024-10-09,2024-10-25,2024-10-16,1249.04,5.5,68.7,1317.74,CHF,paid,proforma,Hosting,credit_card,L'Un françois vêtir pas.,2025-06-05,2025-04-28
648,INV-2025-1647,Clément,51,2025-02-07,2025-03-14,2025-04-12,1190.32,5.5,65.47,1255.79,USD,paid_late,recurring,Hardware,check,Hors volonté soit commencer sauter.,2024-11-01,2024-09-16
649,INV-2025-1648,Brun,75,2025-03-31,2025-04-19,2025-04-17,4895.64,20.0,979.13,5874.77,USD,paid,recurring,Software,check,,2025-02-05,2025-04-15
650,INV-2025-1649,Rolland S.A.R.L.,104,2024-04-14,2024-05-28,2024-05-28,6357.01,10.0,635.7,6992.71,GBP,paid,credit_note,IT_Services,direct_debit,,2024-05-18,2024-09-12
651,INV-2025-1650,Barbe Bodin et Fils,88,2023-10-15,2023-11-07,2023-10-16,4708.79,20.0,941.76,5650.55,GBP,paid,credit_note,Maintenance,direct_debit,,2024-06-14,2025-06-09
652,INV-2025-1651,Schmitt S.A.R.L.,45,2023-11-16,2024-01-10,,9065.22,5.5,498.59,9563.81,CHF,overdue,recurring,Hardware,,,2025-06-23,2025-03-18
653,INV-2025-1652,Morin S.A.R.L.,127,2024-10-30,2024-12-13,2024-11-02,7327.18,5.5,402.99,7730.17,GBP,paid,recurring,Design,credit_card,Tâche matière abandonner tranquille.,2025-01-01,2025-04-01
654,INV-2025-1653,Lemaître,214,2024-06-22,2024-08-13,,9146.17,0.0,0.0,9146.17,EUR,overdue,invoice,Support,,Pouvoir grave transformer.,2024-08-01,2025-05-25
655,INV-2025-1654,Pruvost,415,2025-03-11,2025-04-27,2025-04-17,5358.11,20.0,1071.62,6429.73,EUR,paid,recurring,Support,credit_card,,2025-04-08,2025-05-07
656,INV-2025-1655,Lucas,68,2025-06-27,2025-07-12,2025-07-01,4125.52,5.5,226.9,4352.42,GBP,paid,proforma,Hardware,bank_transfer,,2024-02-06,2025-01-24
657,INV-2025-1656,Jacquet S.A.S.,500,2025-03-08,2025-05-04,2025-03-30,7062.71,0.0,0.0,7062.71,CHF,paid,recurring,Software,check,,2025-06-03,2025-02-19
658,INV-2025-1657,Thomas Lacombe et Fils,441,2024-06-04,2024-07-12,2024-06-29,7068.63,0.0,0.0,7068.63,EUR,paid,recurring,Training,direct_debit,,2025-03-28,2024-07-25
659,INV-2025-1658,Dijoux SA,404,2024-10-13,2024-11-24,2024-12-02,7010.74,5.5,385.59,7396.33,EUR,paid_late,proforma,IT_Services,direct_debit,Perdu porter enfoncer exprimer choix pénétrer.,2024-02-05,2024-11-01
660,INV-2025-1659,Moreno,188,2025-05-17,2025-07-14,2025-07-08,610.47,20.0,122.09,732.56,CHF,paid,invoice,Training,paypal,,2024-05-02,2025-03-17
661,INV-2025-1660,Faivre,71,2024-02-22,2024-04-12,2024-04-28,5651.51,5.5,310.83,5962.34,GBP,paid_late,credit_note,Development,bank_transfer,,2023-12-29,2024-12-30
662,INV-2025-1661,Colin,165,2024-09-23,2024-11-14,,7058.15,5.5,388.2,7446.35,GBP,overdue,proforma,Development,,,2024-05-06,2025-02-25
663,INV-2025-1662,Le Gall,249,2024-09-26,2024-10-28,2024-11-11,3790.86,20.0,758.17,4549.03,EUR,paid_late,recurring,Development,direct_debit,Étendre près pur siège peser quitter homme.,2025-01-17,2024-09-24
664,INV-2025-1663,Maillot,97,2023-10-08,2023-11-20,2023-10-28,8019.05,0.0,0.0,8019.05,CHF,paid,invoice,Consulting,check,Oreille politique arrivée flamme partir rêver saint.,2024-07-24,2025-07-17
665,INV-2025-1664,Blanc,142,2024-10-31,2024-12-03,,861.78,5.5,47.4,909.18,EUR,overdue,credit_note,Support,,,2023-09-11,2024-11-02
666,INV-2025-1665,Raynaud SA,214,2024-01-11,2024-02-08,2024-02-16,6310.03,10.0,631.0,6941.03,USD,paid_late,recurring,Training,check,,2025-02-05,2024-12-19
667,INV-2025-1666,Mendès,447,2025-07-14,2025-09-08,2025-07-18,1971.7,0.0,0.0,1971.7,USD,paid,proforma,Hosting,direct_debit,,2024-10-30,2024-08-14
668,INV-2025-1667,Riou Costa S.A.R.L.,235,2025-03-14,2025-05-09,2025-06-01,4912.87,20.0,982.57,5895.44,GBP,paid_late,credit_note,Maintenance,credit_card,Couper personne rêver.,2024-03-02,2024-10-06
669,INV-2025-1668,Bonneau Roy et Fils,76,2023-08-18,2023-09-16,2023-10-15,9710.17,0.0,0.0,9710.17,GBP,paid_late,proforma,Support,credit_card,,2023-08-20,2024-12-09
670,INV-2025-1669,Fernandez Baron S.A.R.L.,430,2024-01-24,2024-02-18,2024-01-24,2923.94,5.5,160.82,3084.76,USD,paid,credit_note,Hardware,bank_transfer,,2024-04-23,2025-04-09
671,INV-2025-1670,Paul Garcia et Fils,95,2024-05-24,2024-06-28,2024-07-02,4464.8,10.0,446.48,4911.28,USD,paid_late,invoice,Training,paypal,,2025-01-20,2024-08-18
672,INV-2025-1671,Pages,63,2025-07-05,2025-08-17,2025-07-07,1709.72,10.0,170.97,1880.69,EUR,paid,recurring,Support,credit_card,Terme étouffer ventre doucement oeuvre corde tout.,2024-10-12,2024-07-25
673,INV-2025-1672,Guillou,332,2024-02-10,2024-03-16,2024-02-26,9704.49,10.0,970.45,10674.94,GBP,paid,recurring,Maintenance,direct_debit,,2023-10-14,2025-02-25
674,INV-2025-1673,Leblanc,353,2023-09-17,2023-11-07,2023-11-04,9230.69,10.0,923.07,10153.76,EUR,paid,recurring,IT_Services,credit_card,,2023-10-22,2025-05-31
675,INV-2025-1674,Lemonnier,229,2024-08-24,2024-09-15,2024-09-18,4076.14,5.5,224.19,4300.33,GBP,paid_late,invoice,Training,bank_transfer,,2024-07-01,2024-12-16
676,INV-2025-1675,Boulay Maillot S.A.R.L.,101,2024-10-02,2024-10-29,2024-11-17,2299.22,10.0,229.92,2529.14,EUR,paid_late,invoice,Development,check,,2025-01-03,2025-01-18
677,INV-2025-1676,Leduc SA,163,2025-06-18,2025-07-08,,4004.79,20.0,800.96,4805.75,EUR,overdue,proforma,Hosting,,,2024-02-09,2024-08-18
678,INV-2025-1677,Labbé Boutin S.A.,177,2024-05-15,2024-06-26,2024-07-15,3791.03,10.0,379.1,4170.13,GBP,paid_late,proforma,Support,direct_debit,,2025-04-05,2024-11-22
679,INV-2025-1678,Bonnin SARL,148,2024-06-07,2024-07-20,2024-07-11,4214.54,20.0,842.91,5057.45,USD,paid,recurring,Hosting,credit_card,Durant fort quoi état mien.,2023-12-09,2025-01-24
680,INV-2025-1679,Baudry Royer S.A.,445,2024-03-22,2024-05-14,2024-04-25,2157.06,20.0,431.41,2588.47,GBP,paid,invoice,Design,check,,2025-02-22,2025-04-14
681,INV-2025-1680,Gallet,285,2025-07-14,2025-08-24,2025-07-16,2805.96,5.5,154.33,2960.29,CHF,paid,credit_note,Hardware,credit_card,Demain depuis discuter décrire se.,2025-05-03,2025-03-20
682,INV-2025-1681,Mathieu SA,428,2024-04-24,2024-05-27,2024-05-09,518.11,10.0,51.81,569.92,GBP,paid,recurring,Development,check,,2024-12-29,2025-04-06
683,INV-2025-1682,Salmon S.A.S.,64,2024-08-08,2024-08-23,2024-09-06,3071.68,20.0,614.34,3686.02,GBP,paid_late,recurring,Software,check,Sept fatiguer enfoncer.,2025-06-20,2025-06-30
684,INV-2025-1683,Marin,253,2025-06-18,2025-08-13,2025-07-15,1281.61,10.0,128.16,1409.77,EUR,paid,proforma,Design,check,,2023-12-13,2025-05-16
685,INV-2025-1684,Chauvin,192,2025-07-03,2025-08-03,2025-07-15,4812.8,0.0,0.0,4812.8,EUR,paid,proforma,Software,direct_debit,,2024-01-12,2025-05-10
686,INV-2025-1685,Laine S.A.R.L.,84,2024-10-12,2024-11-16,2024-10-24,6963.5,10.0,696.35,7659.85,EUR,paid,proforma,Training,check,,2024-07-29,2025-07-23
687,INV-2025-1686,Carlier,264,2024-09-15,2024-10-22,2024-09-18,2987.47,0.0,0.0,2987.47,USD,paid,credit_note,Consulting,direct_debit,Immense cas lune enfoncer.,2023-07-30,2024-07-27
688,INV-2025-1687,Blin,139,2024-12-27,2025-02-14,2025-01-16,3230.48,10.0,323.05,3553.53,GBP,paid,invoice,Development,direct_debit,,2023-10-10,2024-11-26
689,INV-2025-1688,Lévy Charles S.A.,399,2024-04-28,2024-05-22,2024-05-23,5229.89,10.0,522.99,5752.88,CHF,paid_late,recurring,Training,credit_card,,2024-02-18,2025-01-22
690,INV-2025-1689,Gonzalez,214,2024-11-10,2024-12-04,2024-12-13,8332.58,0.0,0.0,8332.58,CHF,paid_late,invoice,Consulting,credit_card,Goutte genre ramener façon fou huit mort.,2024-10-13,2025-04-15
691,INV-2025-1690,Huet,419,2024-01-16,2024-03-01,2024-01-25,6941.4,5.5,381.78,7323.18,CHF,paid,proforma,Software,paypal,,2024-09-27,2025-01-07
692,INV-2025-1691,Rodrigues Rousset S.A.,353,2025-05-18,2025-06-09,2025-06-23,8582.47,5.5,472.04,9054.51,USD,paid_late,proforma,Software,credit_card,,2024-07-25,2025-06-01
693,INV-2025-1692,Didier,40,2023-07-30,2023-08-19,2023-08-16,7653.93,0.0,0.0,7653.93,EUR,paid,recurring,Hosting,bank_transfer,,2023-11-05,2025-07-05
694,INV-2025-1693,Coulon,241,2025-05-12,2025-05-29,2025-06-11,5183.44,0.0,0.0,5183.44,EUR,paid_late,proforma,IT_Services,bank_transfer,,2024-03-13,2024-10-28
695,INV-2025-1694,Chauvin SA,301,2024-10-01,2024-10-16,2024-11-11,7845.47,5.5,431.5,8276.97,USD,paid_late,credit_note,Training,bank_transfer,,2025-01-10,2024-09-24
696,INV-2025-1695,Adam Ollivier et Fils,438,2023-09-07,2023-10-09,,3543.58,5.5,194.9,3738.48,USD,overdue,invoice,Consulting,,Hôtel espérer exposer minute.,2025-07-16,2025-06-02
697,INV-2025-1696,Bouchet SA,88,2024-02-08,2024-02-23,2024-02-24,7186.54,10.0,718.65,7905.19,EUR,paid_late,invoice,Hardware,direct_debit,Sol ventre coucher moyen pencher complet.,2025-03-21,2024-11-10
698,INV-2025-1697,Becker,345,2024-04-23,2024-06-07,2024-05-24,5934.87,20.0,1186.97,7121.84,EUR,paid,credit_note,Training,check,,2025-02-15,2025-01-12
699,INV-2025-1698,Bonneau,64,2025-06-12,2025-07-29,2025-06-15,1217.17,10.0,121.72,1338.89,CHF,paid,invoice,Development,credit_card,,2024-03-02,2025-01-19
700,INV-2025-1699,Riou Marques S.A.R.L.,43,2024-11-24,2025-01-01,2024-12-08,5615.61,0.0,0.0,5615.61,GBP,paid,recurring,Consulting,check,,2024-11-25,2025-03-18
